Date;Shop;Article;Sold;Revenue
01.01.2019;Superstore Potsdam;Samsung DVD-SR275;22;1759,78
01.01.2019;Superstore Potsdam;Sony CDP-XE370;48;6763,20
01.01.2019;Superstore Potsdam;Sony HDR-CX115;7;2792,93
01.01.2019;Superstore Potsdam;Sony PS-LX 300 USB;30;4140,00
01.01.2019;Superstore Potsdam;Technics SL-1210 MK5;9;5391,00
01.01.2019;Superstore Potsdam;Toshiba Camileo S20;33;3299,67
01.01.2019;Superstore Potsdam;Wolf-Garten 2.34 E;6;894,00
01.01.2019;Superstore Potsdam;Wolf-Garten Campus 1000 V;43;3865,70
01.01.2019;Superstore Potsdam;Yamaha CDX-497;13;3119,87
01.01.2019;Superstore Saarbrücken;AEG Öko Lavatherm 59850 Sensidry;23;22977,00
01.01.2019;Superstore Saarbrücken;AEG Öko-Lavamat Öko Plus 1400;37;22163,00
01.01.2019;Superstore Saarbrücken;Bauknecht TK Care 6B;24;6719,52
01.01.2019;Superstore Saarbrücken;Bauknecht WA Sensitive 36 DI;35;12246,50
01.01.2019;Superstore Saarbrücken;BenQ DE350P;20;5399,80
01.01.2019;Superstore Saarbrücken;Bosch Rotak 43 LI (Modell 2009);18;7182,00
01.01.2019;Superstore Saarbrücken;Bosch WAE 2834P;15;7485,00
01.01.2019;Superstore Saarbrücken;Bosch WTE 84301;22;9878,00
01.01.2019;Superstore Saarbrücken;Brill 28 VE/RL;28;3892,00
01.01.2019;Superstore Saarbrücken;Denon DCD-710AE;30;11070,00
01.01.2019;Superstore Saarbrücken;Einhell RPM 56 S-MS;49;14699,51
01.01.2019;Superstore Saarbrücken;Gardena CS Vertikutier-Boy (3395-20);5;249,50
01.01.2019;Superstore Saarbrücken;Gardena PowerMax 42 E;21;4199,79
01.01.2019;Superstore Saarbrücken;Güde GV 2400 SL;25;6225,00
01.01.2019;Superstore Saarbrücken;Jaytec DJT-20;17;1528,30
01.01.2019;Superstore Saarbrücken;Kodak Zx3 Playsport;36;4679,64
01.01.2019;Superstore Saarbrücken;LG RH-T 298;22;9019,78
01.01.2019;Superstore Saarbrücken;Miele Softtronic T 7744 C;49;36701,00
01.01.2019;Superstore Saarbrücken;Miele Softtronic W 3241 WPS;14;11200,00
01.01.2019;Superstore Saarbrücken;Numark TT1650;36;5363,64
01.01.2019;Superstore Saarbrücken;Onkyo DX-7355;40;5599,60
01.01.2019;Superstore Saarbrücken;Panasonic HDC-SD707;7;5459,93
01.01.2019;Superstore Saarbrücken;Pioneer DVR-550HX;15;7049,85
01.01.2019;Superstore Saarbrücken;Samsung DVD-SR275;8;639,92
01.01.2019;Superstore Saarbrücken;Sony CDP-XE370;44;6199,60
01.01.2019;Superstore Saarbrücken;Sony HDR-CX115;47;18752,53
01.01.2019;Superstore Saarbrücken;Sony PS-LX 300 USB;45;6210,00
01.01.2019;Superstore Saarbrücken;Technics SL-1210 MK5;45;26955,00
01.01.2019;Superstore Saarbrücken;Toshiba Camileo S20;20;1999,80
01.01.2019;Superstore Saarbrücken;Wolf-Garten 2.34 E;3;447,00
01.01.2019;Superstore Saarbrücken;Wolf-Garten Campus 1000 V;2;179,80
01.01.2019;Superstore Saarbrücken;Yamaha CDX-497;46;11039,54
01.01.2019;Superstore Schwerin;AEG Öko Lavatherm 59850 Sensidry;35;34965,00
01.01.2019;Superstore Schwerin;AEG Öko-Lavamat Öko Plus 1400;41;24559,00
01.01.2019;Superstore Schwerin;Bauknecht TK Care 6B;14;3919,72
01.01.2019;Superstore Schwerin;Bauknecht WA Sensitive 36 DI;14;4898,60
01.01.2019;Superstore Schwerin;BenQ DE350P;2;539,98
01.01.2019;Superstore Schwerin;Bosch Rotak 43 LI (Modell 2009);21;8379,00
01.01.2019;Superstore Schwerin;Bosch WAE 2834P;15;7485,00
01.01.2019;Superstore Schwerin;Bosch WTE 84301;13;5837,00
01.01.2019;Superstore Schwerin;Brill 28 VE/RL;20;2780,00
01.01.2019;Superstore Schwerin;Denon DCD-710AE;5;1845,00
01.01.2019;Superstore Schwerin;Einhell RPM 56 S-MS;8;2399,92
01.01.2019;Superstore Schwerin;Gardena CS Vertikutier-Boy (3395-20);32;1596,80
01.01.2019;Superstore Schwerin;Gardena PowerMax 42 E;35;6999,65
01.01.2019;Superstore Schwerin;Güde GV 2400 SL;45;11205,00
01.01.2019;Superstore Schwerin;Jaytec DJT-20;43;3865,70
01.01.2019;Superstore Schwerin;Kodak Zx3 Playsport;45;5849,55
01.01.2019;Superstore Schwerin;LG RH-T 298;3;1229,97
01.01.2019;Superstore Schwerin;Miele Softtronic T 7744 C;31;23219,00
01.01.2019;Superstore Schwerin;Miele Softtronic W 3241 WPS;18;14400,00
01.01.2019;Superstore Schwerin;Numark TT1650;16;2383,84
01.01.2019;Superstore Schwerin;Onkyo DX-7355;10;1399,90
01.01.2019;Superstore Schwerin;Panasonic HDC-SD707;20;15599,80
01.01.2019;Superstore Schwerin;Pioneer DVR-550HX;35;16449,65
01.01.2019;Superstore Schwerin;Samsung DVD-SR275;31;2479,69
01.01.2019;Superstore Schwerin;Sony CDP-XE370;17;2395,30
01.01.2019;Superstore Schwerin;Sony HDR-CX115;27;10772,73
01.01.2019;Superstore Schwerin;Sony PS-LX 300 USB;49;6762,00
01.01.2019;Superstore Schwerin;Technics SL-1210 MK5;26;15574,00
01.01.2019;Superstore Schwerin;Toshiba Camileo S20;16;1599,84
01.01.2019;Superstore Schwerin;Wolf-Garten 2.34 E;2;298,00
01.01.2019;Superstore Schwerin;Wolf-Garten Campus 1000 V;27;2427,30
01.01.2019;Superstore Schwerin;Yamaha CDX-497;37;8879,63
01.01.2019;Superstore Stuttgart;AEG Öko Lavatherm 59850 Sensidry;49;48951,00
01.01.2019;Superstore Stuttgart;AEG Öko-Lavamat Öko Plus 1400;26;15574,00
01.01.2019;Superstore Stuttgart;Bauknecht TK Care 6B;48;13439,04
01.01.2019;Superstore Stuttgart;Bauknecht WA Sensitive 36 DI;46;16095,40
01.01.2019;Superstore Stuttgart;BenQ DE350P;7;1889,93
01.01.2019;Superstore Stuttgart;Bosch Rotak 43 LI (Modell 2009);22;8778,00
01.01.2019;Superstore Stuttgart;Bosch WAE 2834P;11;5489,00
01.01.2019;Superstore Stuttgart;Bosch WTE 84301;22;9878,00
01.01.2019;Superstore Stuttgart;Brill 28 VE/RL;7;973,00
01.01.2019;Superstore Stuttgart;Denon DCD-710AE;35;12915,00
01.01.2019;Superstore Stuttgart;Einhell RPM 56 S-MS;11;3299,89
01.01.2019;Superstore Stuttgart;Gardena CS Vertikutier-Boy (3395-20);3;149,70
01.01.2019;Superstore Stuttgart;Gardena PowerMax 42 E;25;4999,75
01.01.2019;Superstore Stuttgart;Güde GV 2400 SL;11;2739,00
01.01.2019;Superstore Stuttgart;Jaytec DJT-20;48;4315,20
01.01.2019;Superstore Stuttgart;Kodak Zx3 Playsport;24;3119,76
01.01.2019;Superstore Stuttgart;LG RH-T 298;45;18449,55
01.01.2019;Superstore Stuttgart;Miele Softtronic T 7744 C;44;32956,00
01.01.2019;Superstore Stuttgart;Miele Softtronic W 3241 WPS;36;28800,00
01.01.2019;Superstore Stuttgart;Numark TT1650;1;148,99
01.01.2019;Superstore Stuttgart;Onkyo DX-7355;19;2659,81
01.01.2019;Superstore Stuttgart;Panasonic HDC-SD707;6;4679,94
01.01.2019;Superstore Stuttgart;Pioneer DVR-550HX;14;6579,86
01.01.2019;Superstore Stuttgart;Samsung DVD-SR275;49;3919,51
01.01.2019;Superstore Stuttgart;Sony CDP-XE370;29;4086,10
01.01.2019;Superstore Stuttgart;Sony HDR-CX115;34;13565,66
01.01.2019;Superstore Stuttgart;Sony PS-LX 300 USB;43;5934,00
01.01.2019;Superstore Stuttgart;Technics SL-1210 MK5;15;8985,00
01.01.2019;Superstore Stuttgart;Toshiba Camileo S20;23;2299,77
01.01.2019;Superstore Stuttgart;Wolf-Garten 2.34 E;24;3576,00
01.01.2019;Superstore Stuttgart;Wolf-Garten Campus 1000 V;33;2966,70
01.01.2019;Superstore Stuttgart;Yamaha CDX-497;1;239,99
01.01.2019;Superstore Wiesbaden;AEG Öko Lavatherm 59850 Sensidry;9;8991,00
01.01.2019;Superstore Wiesbaden;AEG Öko-Lavamat Öko Plus 1400;48;28752,00
01.01.2019;Superstore Wiesbaden;Bauknecht TK Care 6B;48;13439,04
01.01.2019;Superstore Wiesbaden;Bauknecht WA Sensitive 36 DI;3;1049,70
01.01.2019;Superstore Wiesbaden;BenQ DE350P;8;2159,92
01.01.2019;Superstore Wiesbaden;Bosch Rotak 43 LI (Modell 2009);7;2793,00
01.01.2019;Superstore Wiesbaden;Bosch WAE 2834P;41;20459,00
01.01.2019;Superstore Wiesbaden;Bosch WTE 84301;38;17062,00
01.01.2019;Superstore Wiesbaden;Brill 28 VE/RL;3;417,00
01.01.2019;Superstore Wiesbaden;Denon DCD-710AE;40;14760,00
01.01.2019;Superstore Wiesbaden;Einhell RPM 56 S-MS;12;3599,88
01.01.2019;Superstore Wiesbaden;Gardena CS Vertikutier-Boy (3395-20);9;449,10
01.01.2019;Superstore Wiesbaden;Gardena PowerMax 42 E;11;2199,89
01.01.2019;Superstore Wiesbaden;Güde GV 2400 SL;32;7968,00
01.01.2019;Superstore Wiesbaden;Jaytec DJT-20;18;1618,20
01.01.2019;Superstore Wiesbaden;Kodak Zx3 Playsport;44;5719,56
01.01.2019;Superstore Wiesbaden;LG RH-T 298;45;18449,55
01.01.2019;Superstore Wiesbaden;Miele Softtronic T 7744 C;1;749,00
01.01.2019;Superstore Wiesbaden;Miele Softtronic W 3241 WPS;6;4800,00
01.01.2019;Superstore Wiesbaden;Numark TT1650;26;3873,74
01.01.2019;Superstore Wiesbaden;Onkyo DX-7355;39;5459,61
01.01.2019;Superstore Wiesbaden;Panasonic HDC-SD707;46;35879,54
01.01.2019;Superstore Wiesbaden;Pioneer DVR-550HX;22;10339,78
01.01.2019;Superstore Wiesbaden;Samsung DVD-SR275;44;3519,56
01.01.2019;Superstore Wiesbaden;Sony CDP-XE370;9;1268,10
01.01.2019;Superstore Wiesbaden;Sony HDR-CX115;0;0,00
01.01.2019;Superstore Wiesbaden;Sony PS-LX 300 USB;37;5106,00
01.01.2019;Superstore Wiesbaden;Technics SL-1210 MK5;25;14975,00
01.01.2019;Superstore Wiesbaden;Toshiba Camileo S20;31;3099,69
01.01.2019;Superstore Wiesbaden;Wolf-Garten 2.34 E;29;4321,00
01.01.2019;Superstore Wiesbaden;Wolf-Garten Campus 1000 V;17;1528,30
01.01.2019;Superstore Wiesbaden;Yamaha CDX-497;19;4559,81
02.01.2019;Superstore Berlin;AEG Öko Lavatherm 59850 Sensidry;21;20979,00
02.01.2019;Superstore Berlin;AEG Öko-Lavamat Öko Plus 1400;27;16173,00
02.01.2019;Superstore Berlin;Bauknecht TK Care 6B;13;3639,74
02.01.2019;Superstore Berlin;Bauknecht WA Sensitive 36 DI;2;699,80
02.01.2019;Superstore Berlin;BenQ DE350P;28;7559,72
02.01.2019;Superstore Berlin;Bosch Rotak 43 LI (Modell 2009);8;3192,00
02.01.2019;Superstore Berlin;Bosch WAE 2834P;30;14970,00
02.01.2019;Superstore Berlin;Bosch WTE 84301;27;12123,00
02.01.2019;Superstore Berlin;Brill 28 VE/RL;10;1390,00
02.01.2019;Superstore Berlin;Denon DCD-710AE;31;11439,00
02.01.2019;Superstore Berlin;Einhell RPM 56 S-MS;24;7199,76
02.01.2019;Superstore Berlin;Gardena CS Vertikutier-Boy (3395-20);20;998,00
02.01.2019;Superstore Berlin;Gardena PowerMax 42 E;7;1399,93
02.01.2019;Superstore Berlin;Güde GV 2400 SL;4;996,00
02.01.2019;Superstore Berlin;Jaytec DJT-20;20;1798,00
02.01.2019;Superstore Berlin;Kodak Zx3 Playsport;35;4549,65
02.01.2019;Superstore Berlin;LG RH-T 298;45;18449,55
02.01.2019;Superstore Berlin;Miele Softtronic T 7744 C;24;17976,00
02.01.2019;Superstore Berlin;Miele Softtronic W 3241 WPS;26;20800,00
02.01.2019;Superstore Berlin;Numark TT1650;18;2681,82
02.01.2019;Superstore Berlin;Onkyo DX-7355;38;5319,62
02.01.2019;Superstore Berlin;Panasonic HDC-SD707;13;10139,87
02.01.2019;Superstore Berlin;Pioneer DVR-550HX;15;7049,85
02.01.2019;Superstore Berlin;Samsung DVD-SR275;21;1679,79
02.01.2019;Superstore Berlin;Sony CDP-XE370;34;4790,60
02.01.2019;Superstore Berlin;Sony HDR-CX115;30;11969,70
02.01.2019;Superstore Berlin;Sony PS-LX 300 USB;3;414,00
02.01.2019;Superstore Berlin;Technics SL-1210 MK5;44;26356,00
02.01.2019;Superstore Berlin;Toshiba Camileo S20;24;2399,76
02.01.2019;Superstore Berlin;Wolf-Garten 2.34 E;17;2533,00
02.01.2019;Superstore Berlin;Wolf-Garten Campus 1000 V;38;3416,20
02.01.2019;Superstore Berlin;Yamaha CDX-497;0;0,00
02.01.2019;Superstore Bremen;AEG Öko Lavatherm 59850 Sensidry;9;8991,00
02.01.2019;Superstore Bremen;AEG Öko-Lavamat Öko Plus 1400;25;14975,00
02.01.2019;Superstore Bremen;Bauknecht TK Care 6B;30;8399,40
02.01.2019;Superstore Bremen;Bauknecht WA Sensitive 36 DI;33;11546,70
02.01.2019;Superstore Bremen;BenQ DE350P;34;9179,66
02.01.2019;Superstore Bremen;Bosch Rotak 43 LI (Modell 2009);46;18354,00
02.01.2019;Superstore Bremen;Bosch WAE 2834P;49;24451,00
02.01.2019;Superstore Bremen;Bosch WTE 84301;39;17511,00
02.01.2019;Superstore Bremen;Brill 28 VE/RL;31;4309,00
02.01.2019;Superstore Bremen;Denon DCD-710AE;8;2952,00
02.01.2019;Superstore Bremen;Einhell RPM 56 S-MS;12;3599,88
02.01.2019;Superstore Bremen;Gardena CS Vertikutier-Boy (3395-20);9;449,10
02.01.2019;Superstore Bremen;Gardena PowerMax 42 E;11;2199,89
02.01.2019;Superstore Bremen;Güde GV 2400 SL;13;3237,00
02.01.2019;Superstore Bremen;Jaytec DJT-20;44;3955,60
02.01.2019;Superstore Bremen;Kodak Zx3 Playsport;46;5979,54
02.01.2019;Superstore Bremen;LG RH-T 298;6;2459,94
02.01.2019;Superstore Bremen;Miele Softtronic T 7744 C;9;6741,00
02.01.2019;Superstore Bremen;Miele Softtronic W 3241 WPS;19;15200,00
02.01.2019;Superstore Bremen;Numark TT1650;16;2383,84
02.01.2019;Superstore Bremen;Onkyo DX-7355;43;6019,57
02.01.2019;Superstore Bremen;Panasonic HDC-SD707;47;36659,53
02.01.2019;Superstore Bremen;Pioneer DVR-550HX;8;3759,92
02.01.2019;Superstore Bremen;Samsung DVD-SR275;49;3919,51
02.01.2019;Superstore Bremen;Sony CDP-XE370;35;4931,50
02.01.2019;Superstore Bremen;Sony HDR-CX115;31;12368,69
02.01.2019;Superstore Bremen;Sony PS-LX 300 USB;1;138,00
02.01.2019;Superstore Bremen;Technics SL-1210 MK5;26;15574,00
02.01.2019;Superstore Bremen;Toshiba Camileo S20;15;1499,85
02.01.2019;Superstore Bremen;Wolf-Garten 2.34 E;24;3576,00
02.01.2019;Superstore Bremen;Wolf-Garten Campus 1000 V;19;1708,10
02.01.2019;Superstore Bremen;Yamaha CDX-497;30;7199,70
02.01.2019;Superstore Dresden;AEG Öko Lavatherm 59850 Sensidry;42;41958,00
02.01.2019;Superstore Dresden;AEG Öko-Lavamat Öko Plus 1400;24;14376,00
02.01.2019;Superstore Dresden;Bauknecht TK Care 6B;35;9799,30
02.01.2019;Superstore Dresden;Bauknecht WA Sensitive 36 DI;10;3499,00
02.01.2019;Superstore Dresden;BenQ DE350P;29;7829,71
02.01.2019;Superstore Dresden;Bosch Rotak 43 LI (Modell 2009);10;3990,00
02.01.2019;Superstore Dresden;Bosch WAE 2834P;0;0,00
02.01.2019;Superstore Dresden;Bosch WTE 84301;35;15715,00
02.01.2019;Superstore Dresden;Brill 28 VE/RL;48;6672,00
02.01.2019;Superstore Dresden;Denon DCD-710AE;1;369,00
02.01.2019;Superstore Dresden;Einhell RPM 56 S-MS;44;13199,56
02.01.2019;Superstore Dresden;Gardena CS Vertikutier-Boy (3395-20);15;748,50
02.01.2019;Superstore Dresden;Gardena PowerMax 42 E;8;1599,92
02.01.2019;Superstore Dresden;Güde GV 2400 SL;15;3735,00
02.01.2019;Superstore Dresden;Jaytec DJT-20;48;4315,20
02.01.2019;Superstore Dresden;Kodak Zx3 Playsport;49;6369,51
02.01.2019;Superstore Dresden;LG RH-T 298;33;13529,67
02.01.2019;Superstore Dresden;Miele Softtronic T 7744 C;39;29211,00
02.01.2019;Superstore Dresden;Miele Softtronic W 3241 WPS;7;5600,00
02.01.2019;Superstore Dresden;Numark TT1650;32;4767,68
02.01.2019;Superstore Dresden;Onkyo DX-7355;49;6859,51
02.01.2019;Superstore Dresden;Panasonic HDC-SD707;8;6239,92
02.01.2019;Superstore Dresden;Pioneer DVR-550HX;21;9869,79
02.01.2019;Superstore Dresden;Samsung DVD-SR275;43;3439,57
02.01.2019;Superstore Dresden;Sony CDP-XE370;38;5354,20
02.01.2019;Superstore Dresden;Sony HDR-CX115;13;5186,87
02.01.2019;Superstore Dresden;Sony PS-LX 300 USB;6;828,00
02.01.2019;Superstore Dresden;Technics SL-1210 MK5;39;23361,00
02.01.2019;Superstore Dresden;Toshiba Camileo S20;48;4799,52
02.01.2019;Superstore Dresden;Wolf-Garten 2.34 E;16;2384,00
02.01.2019;Superstore Dresden;Wolf-Garten Campus 1000 V;38;3416,20
02.01.2019;Superstore Dresden;Yamaha CDX-497;31;7439,69
02.01.2019;Superstore Düsseldorf;AEG Öko Lavatherm 59850 Sensidry;28;27972,00
02.01.2019;Superstore Düsseldorf;AEG Öko-Lavamat Öko Plus 1400;10;5990,00
02.01.2019;Superstore Düsseldorf;Bauknecht TK Care 6B;3;839,94
02.01.2019;Superstore Düsseldorf;Bauknecht WA Sensitive 36 DI;7;2449,30
02.01.2019;Superstore Düsseldorf;BenQ DE350P;41;11069,59
02.01.2019;Superstore Düsseldorf;Bosch Rotak 43 LI (Modell 2009);29;11571,00
02.01.2019;Superstore Düsseldorf;Bosch WAE 2834P;15;7485,00
02.01.2019;Superstore Düsseldorf;Bosch WTE 84301;35;15715,00
02.01.2019;Superstore Düsseldorf;Brill 28 VE/RL;4;556,00
02.01.2019;Superstore Düsseldorf;Denon DCD-710AE;3;1107,00
02.01.2019;Superstore Düsseldorf;Einhell RPM 56 S-MS;49;14699,51
02.01.2019;Superstore Düsseldorf;Gardena CS Vertikutier-Boy (3395-20);20;998,00
02.01.2019;Superstore Düsseldorf;Gardena PowerMax 42 E;44;8799,56
02.01.2019;Superstore Düsseldorf;Güde GV 2400 SL;24;5976,00
02.01.2019;Superstore Düsseldorf;Jaytec DJT-20;22;1977,80
02.01.2019;Superstore Düsseldorf;Kodak Zx3 Playsport;14;1819,86
02.01.2019;Superstore Düsseldorf;LG RH-T 298;10;4099,90
02.01.2019;Superstore Düsseldorf;Miele Softtronic T 7744 C;15;11235,00
02.01.2019;Superstore Düsseldorf;Miele Softtronic W 3241 WPS;3;2400,00
02.01.2019;Superstore Düsseldorf;Numark TT1650;8;1191,92
02.01.2019;Superstore Düsseldorf;Onkyo DX-7355;36;5039,64
02.01.2019;Superstore Düsseldorf;Panasonic HDC-SD707;12;9359,88
02.01.2019;Superstore Düsseldorf;Pioneer DVR-550HX;0;0,00
02.01.2019;Superstore Düsseldorf;Samsung DVD-SR275;0;0,00
02.01.2019;Superstore Düsseldorf;Sony CDP-XE370;20;2818,00
02.01.2019;Superstore Düsseldorf;Sony HDR-CX115;4;1595,96
02.01.2019;Superstore Düsseldorf;Sony PS-LX 300 USB;17;2346,00
02.01.2019;Superstore Düsseldorf;Technics SL-1210 MK5;1;599,00
02.01.2019;Superstore Düsseldorf;Toshiba Camileo S20;47;4699,53
02.01.2019;Superstore Düsseldorf;Wolf-Garten 2.34 E;41;6109,00
02.01.2019;Superstore Düsseldorf;Wolf-Garten Campus 1000 V;47;4225,30
02.01.2019;Superstore Düsseldorf;Yamaha CDX-497;8;1919,92
02.01.2019;Superstore Erfurt;AEG Öko Lavatherm 59850 Sensidry;21;20979,00
02.01.2019;Superstore Erfurt;AEG Öko-Lavamat Öko Plus 1400;21;12579,00
02.01.2019;Superstore Erfurt;Bauknecht TK Care 6B;18;5039,64
02.01.2019;Superstore Erfurt;Bauknecht WA Sensitive 36 DI;14;4898,60
02.01.2019;Superstore Erfurt;BenQ DE350P;46;12419,54
02.01.2019;Superstore Erfurt;Bosch Rotak 43 LI (Modell 2009);2;798,00
02.01.2019;Superstore Erfurt;Bosch WAE 2834P;20;9980,00
02.01.2019;Superstore Erfurt;Bosch WTE 84301;2;898,00
02.01.2019;Superstore Erfurt;Brill 28 VE/RL;21;2919,00
02.01.2019;Superstore Erfurt;Denon DCD-710AE;3;1107,00
02.01.2019;Superstore Erfurt;Einhell RPM 56 S-MS;44;13199,56
02.01.2019;Superstore Erfurt;Gardena CS Vertikutier-Boy (3395-20);16;798,40
02.01.2019;Superstore Erfurt;Gardena PowerMax 42 E;39;7799,61
02.01.2019;Superstore Erfurt;Güde GV 2400 SL;33;8217,00
02.01.2019;Superstore Erfurt;Jaytec DJT-20;1;89,90
02.01.2019;Superstore Erfurt;Kodak Zx3 Playsport;2;259,98
02.01.2019;Superstore Erfurt;LG RH-T 298;6;2459,94
02.01.2019;Superstore Erfurt;Miele Softtronic T 7744 C;24;17976,00
02.01.2019;Superstore Erfurt;Miele Softtronic W 3241 WPS;27;21600,00
02.01.2019;Superstore Erfurt;Numark TT1650;49;7300,51
02.01.2019;Superstore Erfurt;Onkyo DX-7355;21;2939,79
02.01.2019;Superstore Erfurt;Panasonic HDC-SD707;27;21059,73
02.01.2019;Superstore Erfurt;Pioneer DVR-550HX;36;16919,64
02.01.2019;Superstore Erfurt;Samsung DVD-SR275;17;1359,83
02.01.2019;Superstore Erfurt;Sony CDP-XE370;8;1127,20
02.01.2019;Superstore Erfurt;Sony HDR-CX115;6;2393,94
02.01.2019;Superstore Erfurt;Sony PS-LX 300 USB;13;1794,00
02.01.2019;Superstore Erfurt;Technics SL-1210 MK5;27;16173,00
02.01.2019;Superstore Erfurt;Toshiba Camileo S20;3;299,97
02.01.2019;Superstore Erfurt;Wolf-Garten 2.34 E;42;6258,00
02.01.2019;Superstore Erfurt;Wolf-Garten Campus 1000 V;46;4135,40
02.01.2019;Superstore Erfurt;Yamaha CDX-497;31;7439,69
02.01.2019;Superstore Hamburg;AEG Öko Lavatherm 59850 Sensidry;6;5994,00
02.01.2019;Superstore Hamburg;AEG Öko-Lavamat Öko Plus 1400;26;15574,00
02.01.2019;Superstore Hamburg;Bauknecht TK Care 6B;40;11199,20
02.01.2019;Superstore Hamburg;Bauknecht WA Sensitive 36 DI;35;12246,50
02.01.2019;Superstore Hamburg;BenQ DE350P;32;8639,68
02.01.2019;Superstore Hamburg;Bosch Rotak 43 LI (Modell 2009);45;17955,00
02.01.2019;Superstore Hamburg;Bosch WAE 2834P;39;19461,00
02.01.2019;Superstore Hamburg;Bosch WTE 84301;13;5837,00
02.01.2019;Superstore Hamburg;Brill 28 VE/RL;9;1251,00
02.01.2019;Superstore Hamburg;Denon DCD-710AE;16;5904,00
02.01.2019;Superstore Hamburg;Einhell RPM 56 S-MS;41;12299,59
02.01.2019;Superstore Hamburg;Gardena CS Vertikutier-Boy (3395-20);2;99,80
02.01.2019;Superstore Hamburg;Gardena PowerMax 42 E;1;199,99
02.01.2019;Superstore Hamburg;Güde GV 2400 SL;35;8715,00
02.01.2019;Superstore Hamburg;Jaytec DJT-20;22;1977,80
02.01.2019;Superstore Hamburg;Kodak Zx3 Playsport;3;389,97
02.01.2019;Superstore Hamburg;LG RH-T 298;43;17629,57
02.01.2019;Superstore Hamburg;Miele Softtronic T 7744 C;0;0,00
02.01.2019;Superstore Hamburg;Miele Softtronic W 3241 WPS;31;24800,00
02.01.2019;Superstore Hamburg;Numark TT1650;42;6257,58
02.01.2019;Superstore Hamburg;Onkyo DX-7355;5;699,95
02.01.2019;Superstore Hamburg;Panasonic HDC-SD707;48;37439,52
02.01.2019;Superstore Hamburg;Pioneer DVR-550HX;10;4699,90
02.01.2019;Superstore Hamburg;Samsung DVD-SR275;17;1359,83
02.01.2019;Superstore Hamburg;Sony CDP-XE370;16;2254,40
02.01.2019;Superstore Hamburg;Sony HDR-CX115;23;9176,77
02.01.2019;Superstore Hamburg;Sony PS-LX 300 USB;31;4278,00
02.01.2019;Superstore Hamburg;Technics SL-1210 MK5;33;19767,00
02.01.2019;Superstore Hamburg;Toshiba Camileo S20;4;399,96
02.01.2019;Superstore Hamburg;Wolf-Garten 2.34 E;18;2682,00
02.01.2019;Superstore Hamburg;Wolf-Garten Campus 1000 V;17;1528,30
02.01.2019;Superstore Hamburg;Yamaha CDX-497;3;719,97
02.01.2019;Superstore Hannover;AEG Öko Lavatherm 59850 Sensidry;7;6993,00
02.01.2019;Superstore Hannover;AEG Öko-Lavamat Öko Plus 1400;13;7787,00
02.01.2019;Superstore Hannover;Bauknecht TK Care 6B;47;13159,06
02.01.2019;Superstore Hannover;Bauknecht WA Sensitive 36 DI;34;11896,60
02.01.2019;Superstore Hannover;BenQ DE350P;5;1349,95
02.01.2019;Superstore Hannover;Bosch Rotak 43 LI (Modell 2009);32;12768,00
02.01.2019;Superstore Hannover;Bosch WAE 2834P;48;23952,00
02.01.2019;Superstore Hannover;Bosch WTE 84301;25;11225,00
02.01.2019;Superstore Hannover;Brill 28 VE/RL;7;973,00
02.01.2019;Superstore Hannover;Denon DCD-710AE;4;1476,00
02.01.2019;Superstore Hannover;Einhell RPM 56 S-MS;23;6899,77
02.01.2019;Superstore Hannover;Gardena CS Vertikutier-Boy (3395-20);7;349,30
02.01.2019;Superstore Hannover;Gardena PowerMax 42 E;28;5599,72
02.01.2019;Superstore Hannover;Güde GV 2400 SL;19;4731,00
02.01.2019;Superstore Hannover;Jaytec DJT-20;47;4225,30
02.01.2019;Superstore Hannover;Kodak Zx3 Playsport;24;3119,76
02.01.2019;Superstore Hannover;LG RH-T 298;42;17219,58
02.01.2019;Superstore Hannover;Miele Softtronic T 7744 C;28;20972,00
02.01.2019;Superstore Hannover;Miele Softtronic W 3241 WPS;44;35200,00
02.01.2019;Superstore Hannover;Numark TT1650;9;1340,91
02.01.2019;Superstore Hannover;Onkyo DX-7355;16;2239,84
02.01.2019;Superstore Hannover;Panasonic HDC-SD707;45;35099,55
02.01.2019;Superstore Hannover;Pioneer DVR-550HX;18;8459,82
02.01.2019;Superstore Hannover;Samsung DVD-SR275;18;1439,82
